0	1	2	hgnc_id	symbol	name	family_id	parent_fam_id
Gene::139818	DOCK11	Gene	HGNC:23483	DOCK11	dedicator of cytokinesis 11	1536	823
Gene::139818	DOCK11	Gene	HGNC:23483	DOCK11	dedicator of cytokinesis 11	1536	1958
Gene::139818	DOCK11	Gene	HGNC:23483	DOCK11	dedicator of cytokinesis 11	682	NA
Gene::139886	SPIN4	Gene	HGNC:27040	SPIN4	spindlin family member 4	780	NA
Gene::139886	SPIN4	Gene	HGNC:27040	SPIN4	spindlin family member 4	1089	NA
Gene::1399	CRKL	Gene	HGNC:2363	CRKL	CRK like proto-oncogene, adaptor protein	741	NA
Gene::14	AAMP	Gene	HGNC:18	AAMP	angio associated migratory cell protein	362	NA
Gene::140	ADORA3	Gene	HGNC:268	ADORA3	adenosine A3 receptor	211	210
Gene::140	ADORA3	Gene	HGNC:268	ADORA3	adenosine A3 receptor	590	589
Gene::1400	CRMP1	Gene	HGNC:2365	CRMP1	collapsin response mediator protein 1	1446	NA
Gene::140032	RPS4Y2	Gene	HGNC:18501	RPS4Y2	ribosomal protein S4 Y-linked 2	728	1054
Gene::1401	CRP	Gene	HGNC:2367	CRP	C-reactive protein	1143	1141
Gene::140258	KRTAP13-1	Gene	HGNC:18924	KRTAP13-1	keratin associated protein 13-1	619	NA
Gene::140290	TCP10L	Gene	NA	NA	NA	NA	NA
Gene::1404	HAPLN1	Gene	HGNC:2380	HAPLN1	hyaluronan and proteoglycan link protein 1	590	589
Gene::1404	HAPLN1	Gene	HGNC:2380	HAPLN1	hyaluronan and proteoglycan link protein 1	3804	NA
Gene::140432	RNF113B	Gene	HGNC:17267	RNF113B	ring finger protein 113B	58	26
Gene::140432	RNF113B	Gene	HGNC:17267	RNF113B	ring finger protein 113B	73	26
Gene::140453	MUC17	Gene	HGNC:16800	MUC17	mucin 17, cell surface associated	648	NA
Gene::140456	ASB11	Gene	HGNC:17186	ASB11	ankyrin repeat and SOCS box containing 11	403	NA
Gene::140458	ASB5	Gene	HGNC:17180	ASB5	ankyrin repeat and SOCS box containing 5	403	NA
Gene::140459	ASB6	Gene	HGNC:17181	ASB6	ankyrin repeat and SOCS box containing 6	403	NA
Gene::140460	ASB7	Gene	HGNC:17182	ASB7	ankyrin repeat and SOCS box containing 7	403	NA
Gene::140461	ASB8	Gene	HGNC:17183	ASB8	ankyrin repeat and SOCS box containing 8	403	NA
Gene::140462	ASB9	Gene	HGNC:17184	ASB9	ankyrin repeat and SOCS box containing 9	403	NA
Gene::140465	MYL6B	Gene	HGNC:29823	MYL6B	myosin light chain 6B	2039	657
Gene::140465	MYL6B	Gene	HGNC:29823	MYL6B	myosin light chain 6B	2039	863
Gene::140467	ZNF358	Gene	HGNC:16838	ZNF358	zinc finger protein 358	28	26
Gene::140469	MYO3B	Gene	HGNC:15576	MYO3B	myosin IIIB	1099	656
Gene::140469	MYO3B	Gene	HGNC:15576	MYO3B	myosin IIIB	1099	3773
Gene::140545	RNF32	Gene	HGNC:17118	RNF32	ring finger protein 32	58	26
Gene::140564	APOBEC3D	Gene	HGNC:17354	APOBEC3D	apolipoprotein B mRNA editing enzyme catalytic subunit 3D	406	NA
Gene::140576	S100A16	Gene	HGNC:20441	S100A16	S100 calcium binding protein A16	459	1354
Gene::140576	S100A16	Gene	HGNC:20441	S100A16	S100 calcium binding protein A16	863	NA
Gene::140578	CHODL	Gene	HGNC:17807	CHODL	chondrolectin	1298	NA
Gene::140596	DEFB104A	Gene	HGNC:18115	DEFB104A	defensin beta 104A	503	501
Gene::140596	DEFB104A	Gene	HGNC:18115	DEFB104A	defensin beta 104A	2293	NA
Gene::140597	TCEAL2	Gene	HGNC:29818	TCEAL2	transcription elongation factor A like 2	1216	NA
Gene::1406	CRX	Gene	HGNC:2383	CRX	cone-rod homeobox	521	516
Gene::140606	SELM	Gene	NA	NA	NA	NA	NA
Gene::140609	NEK7	Gene	HGNC:13386	NEK7	NIMA related kinase 7	3420	NA
Gene::140612	ZFP28	Gene	HGNC:17801	ZFP28	ZFP28 zinc finger protein	28	26
Gene::140612	ZFP28	Gene	HGNC:17801	ZFP28	ZFP28 zinc finger protein	3480	NA
Gene::140625	ACTRT2	Gene	HGNC:24026	ACTRT2	actin related protein T2	1436	NA
Gene::140628	GATA5	Gene	HGNC:15802	GATA5	GATA binding protein 5	82	26
Gene::140679	SLC32A1	Gene	HGNC:11018	SLC32A1	solute carrier family 32 member 1	2183	752
Gene::140680	C20orf96	Gene	NA	NA	NA	NA	NA
Gene::140683	BPIFA2	Gene	HGNC:16203	BPIFA2	BPI fold containing family A member 2	456	NA
Gene::140685	ZBTB46	Gene	HGNC:16094	ZBTB46	zinc finger and BTB domain containing 46	861	NA
Gene::140685	ZBTB46	Gene	HGNC:16094	ZBTB46	zinc finger and BTB domain containing 46	28	26
Gene::140686	WFDC3	Gene	HGNC:15957	WFDC3	WAP four-disulfide core domain 3	361	NA
Gene::140687	GCNT7	Gene	HGNC:16099	GCNT7	glucosaminyl (N-acetyl) transferase family member 7	441	424
Gene::140688	NOL4L	Gene	NA	NA	NA	NA	NA
Gene::140689	CBLN4	Gene	HGNC:16231	CBLN4	cerebellin 4 precursor	1641	NA
Gene::140690	CTCFL	Gene	HGNC:16234	CTCFL	CCCTC-binding factor like	28	26
Gene::140691	TRIM69	Gene	HGNC:17857	TRIM69	tripartite motif containing 69	59	NA
Gene::140691	TRIM69	Gene	HGNC:17857	TRIM69	tripartite motif containing 69	58	26
Gene::140699	MROH8	Gene	HGNC:16125	MROH8	maestro heat like repeat family member 8	636	1492
Gene::1407	CRY1	Gene	HGNC:2384	CRY1	cryptochrome circadian regulator 1	2258	NA
Gene::140700	SAMD10	Gene	HGNC:16129	SAMD10	sterile alpha motif domain containing 10	760	NA
Gene::140701	ABHD16B	Gene	HGNC:16128	ABHD16B	abhydrolase domain containing 16B	4	NA
Gene::140706	CCM2L	Gene	NA	NA	NA	NA	NA
Gene::140707	BRI3BP	Gene	NA	NA	NA	NA	NA
Gene::140710	SOGA1	Gene	NA	NA	NA	NA	NA
Gene::140711	TLDC2	Gene	HGNC:16112	TLDC2	TBC/LysM-associated domain containing 2	2055	NA
Gene::140730	RIMS4	Gene	HGNC:16183	RIMS4	regulating synaptic membrane exocytosis 4	833	823
Gene::140731	ANKRD60	Gene	HGNC:16217	ANKRD60	ankyrin repeat domain 60	403	NA
Gene::140732	SUN5	Gene	HGNC:16252	SUN5	Sad1 and UNC84 domain containing 5	1968	2005
Gene::140733	MACROD2	Gene	HGNC:16126	MACROD2	mono-ADP ribosylhydrolase 2	1693	NA
Gene::140735	DYNLL2	Gene	HGNC:24596	DYNLL2	dynein light chain LC8-type 2	2028	538
Gene::140735	DYNLL2	Gene	HGNC:24596	DYNLL2	dynein light chain LC8-type 2	2031	536
Gene::140735	DYNLL2	Gene	HGNC:24596	DYNLL2	dynein light chain LC8-type 2	2032	536
Gene::140735	DYNLL2	Gene	HGNC:24596	DYNLL2	dynein light chain LC8-type 2	2029	538
Gene::140738	TMEM37	Gene	NA	NA	NA	NA	NA
Gene::140739	UBE2F	Gene	HGNC:12480	UBE2F	ubiquitin conjugating enzyme E2 F (putative)	102	NA
Gene::140766	ADAMTS14	Gene	HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	50	901
Gene::140767	NRSN1	Gene	HGNC:17881	NRSN1	neurensin 1	3783	NA
Gene::140775	SMCR8	Gene	HGNC:17921	SMCR8	SMCR8-C9orf72 complex subunit	1695	NA
Gene::140775	SMCR8	Gene	HGNC:17921	SMCR8	SMCR8-C9orf72 complex subunit	504	NA
Gene::1408	CRY2	Gene	HGNC:2385	CRY2	cryptochrome circadian regulator 2	2258	NA
Gene::140801	RPL10L	Gene	HGNC:17976	RPL10L	ribosomal protein L10 like	729	1054
Gene::140803	TRPM6	Gene	HGNC:17995	TRPM6	transient receptor potential cation channel subfamily M member 6	249	178
Gene::140803	TRPM6	Gene	HGNC:17995	TRPM6	transient receptor potential cation channel subfamily M member 6	3630	NA
Gene::140807	KRT72	Gene	HGNC:28932	KRT72	keratin 72	609	1109
Gene::140809	SRXN1	Gene	NA	NA	NA	NA	NA
Gene::140823	ROMO1	Gene	HGNC:16185	ROMO1	reactive oxygen species modulator 1	1857	NA
Gene::140825	NEURL2	Gene	NA	NA	NA	NA	NA
Gene::140831	ZSWIM3	Gene	HGNC:16157	ZSWIM3	zinc finger SWIM-type containing 3	90	26
Gene::140832	WFDC10A	Gene	HGNC:16139	WFDC10A	WAP four-disulfide core domain 10A	361	NA
Gene::140834	C20orf62	Gene	NA	NA	NA	NA	NA
Gene::140836	BANF2	Gene	NA	NA	NA	NA	NA
Gene::140838	NANP	Gene	HGNC:16140	NANP	N-acetylneuraminic acid phosphatase	1045	1083
Gene::140838	NANP	Gene	HGNC:16140	NANP	N-acetylneuraminic acid phosphatase	1377	NA
Gene::140850	DEFB127	Gene	HGNC:16206	DEFB127	defensin beta 127	503	501
Gene::140856	SCP2D1	Gene	HGNC:16211	SCP2D1	SCP2 sterol binding domain containing 1	3686	NA
Gene::140862	ISM1	Gene	HGNC:16213	ISM1	isthmin 1	2232	NA
Gene::140870	WFDC6	Gene	HGNC:16164	WFDC6	WAP four-disulfide core domain 6	361	NA
Gene::140873	C20orf173	Gene	NA	NA	NA	NA	NA
Gene::140876	FAM65C	Gene	NA	NA	NA	NA	NA
Gene::140880	CST11	Gene	HGNC:15959	CST11	cystatin 11	965	964
Gene::140881	DEFB129	Gene	HGNC:16218	DEFB129	defensin beta 129	503	501
Gene::140883	ZNF280B	Gene	HGNC:23022	ZNF280B	zinc finger protein 280B	28	26
Gene::140885	SIRPA	Gene	HGNC:9662	SIRPA	signal regulatory protein alpha	1410	NA
Gene::140885	SIRPA	Gene	HGNC:9662	SIRPA	signal regulatory protein alpha	591	589
Gene::140885	SIRPA	Gene	HGNC:9662	SIRPA	signal regulatory protein alpha	747	NA
Gene::140885	SIRPA	Gene	HGNC:9662	SIRPA	signal regulatory protein alpha	471	NA
Gene::140885	SIRPA	Gene	HGNC:9662	SIRPA	signal regulatory protein alpha	590	589
Gene::140886	PABPC5	Gene	HGNC:13629	PABPC5	poly(A) binding protein cytoplasmic 5	725	NA
Gene::140890	SREK1	Gene	HGNC:17882	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	725	NA
Gene::140893	RBBP8NL	Gene	NA	NA	NA	NA	NA
Gene::140894	CNBD2	Gene	NA	NA	NA	NA	NA
Gene::1409	CRYAA	Gene	HGNC:2388	CRYAA	crystallin alpha A	585	582
Gene::140901	STK35	Gene	HGNC:16254	STK35	serine/threonine kinase 35	3703	NA
Gene::140902	R3HDML	Gene	HGNC:16249	R3HDML	R3H domain containing like	1356	NA
Gene::140947	DCANP1	Gene	NA	NA	NA	NA	NA
Gene::141	ADPRH	Gene	NA	NA	NA	NA	NA
Gene::1410	CRYAB	Gene	HGNC:2389	CRYAB	crystallin alpha B	585	582
Gene::1411	CRYBA1	Gene	HGNC:2394	CRYBA1	crystallin beta A1	1359	NA
Gene::1412	CRYBA2	Gene	HGNC:2395	CRYBA2	crystallin beta A2	1359	NA
Gene::1413	CRYBA4	Gene	HGNC:2396	CRYBA4	crystallin beta A4	1359	NA
Gene::1414	CRYBB1	Gene	HGNC:2397	CRYBB1	crystallin beta B1	1359	NA
Gene::1415	CRYBB2	Gene	HGNC:2398	CRYBB2	crystallin beta B2	1359	NA
Gene::1417	CRYBB3	Gene	HGNC:2400	CRYBB3	crystallin beta B3	1359	NA
Gene::1418	CRYGA	Gene	HGNC:2408	CRYGA	crystallin gamma A	1359	NA
Gene::1419	CRYGB	Gene	HGNC:2409	CRYGB	crystallin gamma B	1359	NA
Gene::142	PARP1	Gene	HGNC:270	PARP1	poly(ADP-ribose) polymerase 1	94	26
Gene::142	PARP1	Gene	HGNC:270	PARP1	poly(ADP-ribose) polymerase 1	684	NA
Gene::1420	CRYGC	Gene	HGNC:2410	CRYGC	crystallin gamma C	1359	NA
Gene::1421	CRYGD	Gene	HGNC:2411	CRYGD	crystallin gamma D	1359	NA
Gene::142678	MIB2	Gene	HGNC:30577	MIB2	MIB E3 ubiquitin protein ligase 2	91	26
Gene::142678	MIB2	Gene	HGNC:30577	MIB2	MIB E3 ubiquitin protein ligase 2	58	26
Gene::142678	MIB2	Gene	HGNC:30577	MIB2	MIB E3 ubiquitin protein ligase 2	403	NA
Gene::142679	DUSP19	Gene	HGNC:18894	DUSP19	dual specificity phosphatase 19	896	711
Gene::142680	SLC34A3	Gene	HGNC:20305	SLC34A3	solute carrier family 34 member 3	2185	752
Gene::142683	ITLN2	Gene	HGNC:20599	ITLN2	intelectin 2	554	NA
Gene::142684	RAB40A	Gene	HGNC:18283	RAB40A	RAB40A, member RAS oncogene family	388	358
Gene::142685	ASB15	Gene	HGNC:19767	ASB15	ankyrin repeat and SOCS box containing 15	403	NA
Gene::142686	ASB14	Gene	HGNC:19766	ASB14	ankyrin repeat and SOCS box containing 14	403	NA
Gene::142689	ASB12	Gene	HGNC:19763	ASB12	ankyrin repeat and SOCS box containing 12	403	NA
Gene::1427	CRYGS	Gene	HGNC:2417	CRYGS	crystallin gamma S	1359	NA
Gene::1428	CRYM	Gene	NA	NA	NA	NA	NA
Gene::142827	ACSM6	Gene	HGNC:31665	ACSM6	acyl-CoA synthetase medium chain family member 6	40	NA
Gene::142891	SAMD8	Gene	HGNC:26320	SAMD8	sterile alpha motif domain containing 8	760	NA
Gene::1429	CRYZ	Gene	NA	NA	NA	NA	NA
Gene::142910	LIPJ	Gene	HGNC:21773	LIPJ	lipase family member J	464	NA
Gene::142940	TRUB1	Gene	HGNC:16060	TRUB1	TruB pseudouridine synthase family member 1	1665	NA
Gene::143	PARP4	Gene	HGNC:271	PARP4	poly(ADP-ribose) polymerase family member 4	684	NA
Gene::143098	MPP7	Gene	HGNC:26542	MPP7	MAGUK p55 scaffold protein 7	904	NA
Gene::143098	MPP7	Gene	HGNC:26542	MPP7	MAGUK p55 scaffold protein 7	1220	NA
Gene::143098	MPP7	Gene	HGNC:26542	MPP7	MAGUK p55 scaffold protein 7	1691	1690
Gene::1431	CS	Gene	NA	NA	NA	NA	NA
Gene::143162	FRMPD2	Gene	HGNC:28572	FRMPD2	FERM and PDZ domain containing 2	1220	NA
Gene::143162	FRMPD2	Gene	HGNC:28572	FRMPD2	FERM and PDZ domain containing 2	1293	NA
Gene::143187	VTI1A	Gene	HGNC:17792	VTI1A	vesicle transport through interaction with t-SNAREs 1A	1124	NA
Gene::143187	VTI1A	Gene	HGNC:17792	VTI1A	vesicle transport through interaction with t-SNAREs 1A	1691	1690
Gene::1432	MAPK14	Gene	HGNC:6876	MAPK14	mitogen-activated protein kinase 14	651	652
Gene::1432	MAPK14	Gene	HGNC:6876	MAPK14	mitogen-activated protein kinase 14	651	3421
Gene::143241	DYDC1	Gene	NA	NA	NA	NA	NA
Gene::143244	EIF5AL1	Gene	NA	NA	NA	NA	NA
Gene::143279	HECTD2	Gene	HGNC:26736	HECTD2	HECT domain E3 ubiquitin protein ligase 2	1959	NA
Gene::143282	FGFBP3	Gene	HGNC:23428	FGFBP3	fibroblast growth factor binding protein 3	3796	NA
Gene::143286	LOC143286	Gene	NA	NA	NA	NA	NA
Gene::143379	C10orf82	Gene	NA	NA	NA	NA	NA
Gene::143384	CACUL1	Gene	NA	NA	NA	NA	NA
Gene::1434	CSE1L	Gene	HGNC:2431	CSE1L	chromosome segregation 1 like	547	1492
Gene::143425	SYT9	Gene	HGNC:19265	SYT9	synaptotagmin 9	765	823
Gene::143458	LDLRAD3	Gene	HGNC:27046	LDLRAD3	low density lipoprotein receptor class A domain containing 3	1691	1690
Gene::143471	PSMA8	Gene	HGNC:22985	PSMA8	proteasome 20S subunit alpha 8	690	NA
Gene::143496	OR52B4	Gene	HGNC:15209	OR52B4	olfactory receptor family 52 subfamily B member 4	165	141
Gene::1435	CSF1	Gene	HGNC:2432	CSF1	colony stimulating factor 1	3608	3612
Gene::143501	C11orf40	Gene	NA	NA	NA	NA	NA
Gene::143502	OR52I2	Gene	HGNC:15221	OR52I2	olfactory receptor family 52 subfamily I member 2	165	141
Gene::143503	OR51E1	Gene	HGNC:15194	OR51E1	olfactory receptor family 51 subfamily E member 1	164	141
Gene::143570	XRRA1	Gene	NA	NA	NA	NA	NA
Gene::1436	CSF1R	Gene	HGNC:2433	CSF1R	colony stimulating factor 1 receptor	321	320
Gene::1436	CSF1R	Gene	HGNC:2433	CSF1R	colony stimulating factor 1 receptor	471	NA
Gene::1436	CSF1R	Gene	HGNC:2433	CSF1R	colony stimulating factor 1 receptor	594	589
Gene::143630	UBQLNL	Gene	HGNC:28294	UBQLNL	ubiquilin like	783	NA
Gene::143662	MUC15	Gene	HGNC:14956	MUC15	mucin 15, cell surface associated	648	NA
Gene::143678	C11orf94	Gene	NA	NA	NA	NA	NA
Gene::143684	FAM76B	Gene	NA	NA	NA	NA	NA
Gene::143686	SESN3	Gene	HGNC:23060	SESN3	sestrin 3	3537	NA
Gene::143689	PIWIL4	Gene	HGNC:18444	PIWIL4	piwi like RNA-mediated gene silencing 4	2038	408
Gene::1437	CSF2	Gene	HGNC:2434	CSF2	colony stimulating factor 2	3608	3612
Gene::1438	CSF2RA	Gene	HGNC:2435	CSF2RA	colony stimulating factor 2 receptor subunit alpha	715	714
Gene::1438	CSF2RA	Gene	HGNC:2435	CSF2RA	colony stimulating factor 2 receptor subunit alpha	471	NA
Gene::143872	ARHGAP42	Gene	HGNC:26545	ARHGAP42	Rho GTPase activating protein 42	1923	721
Gene::143872	ARHGAP42	Gene	HGNC:26545	ARHGAP42	Rho GTPase activating protein 42	1923	1292
Gene::143879	KBTBD3	Gene	HGNC:22934	KBTBD3	kelch repeat and BTB domain containing 3	861	NA
Gene::143884	CWF19L2	Gene	NA	NA	NA	NA	NA
Gene::143888	KDELC2	Gene	NA	NA	NA	NA	NA
Gene::1439	CSF2RB	Gene	HGNC:2436	CSF2RB	colony stimulating factor 2 receptor subunit beta	555	NA
Gene::1439	CSF2RB	Gene	HGNC:2436	CSF2RB	colony stimulating factor 2 receptor subunit beta	471	NA
Gene::143903	LAYN	Gene	HGNC:29471	LAYN	layilin	1298	NA
Gene::143941	TTC36	Gene	HGNC:33708	TTC36	tetratricopeptide repeat domain 36	769	NA
Gene::1440	CSF3	Gene	HGNC:2438	CSF3	colony stimulating factor 3	542	NA
Gene::1440	CSF3	Gene	HGNC:2438	CSF3	colony stimulating factor 3	3608	3612
Gene::144097	C11orf84	Gene	NA	NA	NA	NA	NA
Gene::1441	CSF3R	Gene	HGNC:2439	CSF3R	colony stimulating factor 3 receptor	555	NA
Gene::1441	CSF3R	Gene	HGNC:2439	CSF3R	colony stimulating factor 3 receptor	471	NA
Gene::144100	PLEKHA7	Gene	HGNC:27049	PLEKHA7	pleckstrin homology domain containing A7	682	NA
Gene::144108	SPTY2D1	Gene	NA	NA	NA	NA	NA
Gene::144110	TMEM86A	Gene	NA	NA	NA	NA	NA
Gene::144124	OR10A5	Gene	HGNC:15131	OR10A5	olfactory receptor family 10 subfamily A member 5	157	141
Gene::144125	OR2AG1	Gene	HGNC:15142	OR2AG1	olfactory receptor family 2 subfamily AG member 1	149	141
Gene::144132	DNHD1	Gene	NA	NA	NA	NA	NA
Gene::144165	PRICKLE1	Gene	HGNC:17019	PRICKLE1	prickle planar cell polarity protein 1	1184	NA
Gene::144165	PRICKLE1	Gene	HGNC:17019	PRICKLE1	prickle planar cell polarity protein 1	1218	26
Gene::144193	AMDHD1	Gene	HGNC:28577	AMDHD1	amidohydrolase domain containing 1	1446	NA
Gene::144195	SLC2A14	Gene	HGNC:18301	SLC2A14	solute carrier family 2 member 14	2155	752
Gene::1442	CSH1	Gene	HGNC:2440	CSH1	chorionic somatomammotropin hormone 1	1175	542
Gene::144203	OVOS2	Gene	NA	NA	NA	NA	NA
Gene::144233	BCDIN3D	Gene	HGNC:27050	BCDIN3D	BCDIN3 domain containing RNA methyltransferase	2059	1400
Gene::144233	BCDIN3D	Gene	HGNC:27050	BCDIN3D	BCDIN3 domain containing RNA methyltransferase	3371	3350
Gene::144245	ALG10B	Gene	HGNC:31088	ALG10B	ALG10 alpha-1,2-glucosyltransferase B	448	424
Gene::1443	CSH2	Gene	HGNC:2441	CSH2	chorionic somatomammotropin hormone 2	1175	542
Gene::144321	GLIPR1L2	Gene	HGNC:28592	GLIPR1L2	GLIPR1 like 2	1358	1356
Gene::144347	FAM101A	Gene	NA	NA	NA	NA	NA
Gene::144348	ZNF664	Gene	HGNC:25406	ZNF664	zinc finger protein 664	28	26
Gene::144363	LYRM5	Gene	NA	NA	NA	NA	NA
Gene::1444	CSHL1	Gene	HGNC:2442	CSHL1	chorionic somatomammotropin hormone like 1	1175	542
Gene::144402	CPNE8	Gene	HGNC:23498	CPNE8	copine 8	829	823
Gene::144404	TMEM120B	Gene	NA	NA	NA	NA	NA
Gene::144406	WDR66	Gene	NA	NA	NA	NA	NA
Gene::144423	GLT1D1	Gene	HGNC:26483	GLT1D1	glycosyltransferase 1 domain containing 1	427	424
Gene::144448	TSPAN19	Gene	HGNC:31886	TSPAN19	tetraspanin 19	768	NA
Gene::144453	BEST3	Gene	HGNC:17105	BEST3	bestrophin 3	866	301
Gene::144455	E2F7	Gene	HGNC:23820	E2F7	E2F transcription factor 7	982	NA
Gene::1445	CSK	Gene	HGNC:2444	CSK	C-terminal Src kinase	741	NA
Gene::1445	CSK	Gene	HGNC:2444	CSK	C-terminal Src kinase	1460	1458
Gene::144501	KRT80	Gene	HGNC:27056	KRT80	keratin 80	609	1109
Gene::144535	CFAP54	Gene	HGNC:26456	CFAP54	cilia and flagella associated protein 54	1491	NA
Gene::144568	A2ML1	Gene	HGNC:23336	A2ML1	alpha-2-macroglobulin like 1	2148	1234
Gene::144577	C12orf66	Gene	NA	NA	NA	NA	NA
Gene::1446	CSN1S1	Gene	HGNC:2445	CSN1S1	casein alpha s1	2245	NA
Gene::144608	C12orf60	Gene	NA	NA	NA	NA	NA
Gene::144699	FBXL14	Gene	HGNC:28624	FBXL14	F-box and leucine rich repeat protein 14	558	557
Gene::1447	CSN2	Gene	HGNC:2447	CSN2	casein beta	2245	NA
Gene::144715	RAD9B	Gene	NA	NA	NA	NA	NA
Gene::144717	FAM109A	Gene	NA	NA	NA	NA	NA
Gene::1448	CSN3	Gene	HGNC:2446	CSN3	casein kappa	2245	NA
Gene::144809	FAM216B	Gene	NA	NA	NA	NA	NA
Gene::144811	LACC1	Gene	NA	NA	NA	NA	NA
Gene::144983	HNRNPA1L2	Gene	HGNC:27067	HNRNPA1L2	heterogeneous nuclear ribonucleoprotein A1 like 2	725	NA
Gene::144983	HNRNPA1L2	Gene	HGNC:27067	HNRNPA1L2	heterogeneous nuclear ribonucleoprotein A1 like 2	1950	NA
Gene::145173	B3GLCT	Gene	HGNC:20207	B3GLCT	beta 3-glucosyltransferase	426	424
Gene::1452	CSNK1A1	Gene	HGNC:2451	CSNK1A1	casein kinase 1 alpha 1	1330	3778
Gene::145226	RDH12	Gene	HGNC:19977	RDH12	retinol dehydrogenase 12	743	NA
Gene::145258	GSC	Gene	HGNC:4612	GSC	goosecoid homeobox	521	516
Gene::145264	SERPINA12	Gene	HGNC:18359	SERPINA12	serpin family A member 12	739	NA
Gene::145270	PRIMA1	Gene	NA	NA	NA	NA	NA
Gene::145282	MIPOL1	Gene	NA	NA	NA	NA	NA
Gene::1453	CSNK1D	Gene	HGNC:2452	CSNK1D	casein kinase 1 delta	1330	3778
Gene::145376	PPP1R36	Gene	HGNC:20097	PPP1R36	protein phosphatase 1 regulatory subunit 36	694	NA
Gene::145389	SLC38A6	Gene	HGNC:19863	SLC38A6	solute carrier family 38 member 6	2188	752
Gene::1454	CSNK1E	Gene	HGNC:2453	CSNK1E	casein kinase 1 epsilon	1330	3778
Gene::145407	C14orf37	Gene	NA	NA	NA	NA	NA
Gene::145447	ABHD12B	Gene	HGNC:19837	ABHD12B	abhydrolase domain containing 12B	4	NA
Gene::145482	PTGR2	Gene	NA	NA	NA	NA	NA
Gene::145483	FAM161B	Gene	NA	NA	NA	NA	NA
Gene::145497	LRRC74A	Gene	NA	NA	NA	NA	NA
Gene::1455	CSNK1G2	Gene	HGNC:2455	CSNK1G2	casein kinase 1 gamma 2	1330	3778
Gene::145501	ISM2	Gene	HGNC:23176	ISM2	isthmin 2	2232	NA
Gene::145508	CEP128	Gene	NA	NA	NA	NA	NA
Gene::145553	MDP1	Gene	HGNC:28781	MDP1	magnesium dependent phosphatase 1	702	703
Gene::145553	MDP1	Gene	HGNC:28781	MDP1	magnesium dependent phosphatase 1	702	1083
Gene::145567	TTC7B	Gene	HGNC:19858	TTC7B	tetratricopeptide repeat domain 7B	769	NA
Gene::145567	TTC7B	Gene	HGNC:19858	TTC7B	tetratricopeptide repeat domain 7B	1588	NA
Gene::145581	LRFN5	Gene	HGNC:20360	LRFN5	leucine rich repeat and fibronectin type III domain containing 5	1410	NA
Gene::145581	LRFN5	Gene	HGNC:20360	LRFN5	leucine rich repeat and fibronectin type III domain containing 5	593	589
Gene::145581	LRFN5	Gene	HGNC:20360	LRFN5	leucine rich repeat and fibronectin type III domain containing 5	555	NA
Gene::1456	CSNK1G3	Gene	HGNC:2456	CSNK1G3	casein kinase 1 gamma 3	1330	3778
Gene::145645	C15orf43	Gene	NA	NA	NA	NA	NA
Gene::1457	CSNK2A1	Gene	HGNC:2457	CSNK2A1	casein kinase 2 alpha 1	3781	3780
Gene::145741	C2CD4A	Gene	HGNC:33627	C2CD4A	C2 calcium dependent domain containing 4A	823	NA
Gene::145748	LYSMD4	Gene	HGNC:26571	LYSMD4	LysM domain containing 4	2328	NA
Gene::145773	FAM81A	Gene	NA	NA	NA	NA	NA
Gene::145781	GCOM1	Gene	NA	NA	NA	NA	NA
Gene::145788	C15orf65	Gene	NA	NA	NA	NA	NA
Gene::145814	PGPEP1L	Gene	NA	NA	NA	NA	NA
Gene::145853	C15orf61	Gene	NA	NA	NA	NA	NA
Gene::145858	C15orf32	Gene	NA	NA	NA	NA	NA
Gene::145864	HAPLN3	Gene	HGNC:21446	HAPLN3	hyaluronan and proteoglycan link protein 3	590	589
Gene::145864	HAPLN3	Gene	HGNC:21446	HAPLN3	hyaluronan and proteoglycan link protein 3	3804	NA
Gene::145873	MESP2	Gene	HGNC:29659	MESP2	mesoderm posterior bHLH transcription factor 2	420	NA
Gene::1459	CSNK2A2	Gene	HGNC:2459	CSNK2A2	casein kinase 2 alpha 2	3781	3780
Gene::145942	TMCO5A	Gene	NA	NA	NA	NA	NA
Gene::145946	SPATA8	Gene	HGNC:28676	SPATA8	spermatogenesis associated 8	1992	788
Gene::145957	NRG4	Gene	HGNC:29862	NRG4	neuregulin 4	1629	NA
Gene::146	ADRA1D	Gene	HGNC:280	ADRA1D	adrenoceptor alpha 1D	169	168
Gene::1460	CSNK2B	Gene	HGNC:2460	CSNK2B	casein kinase 2 beta	3782	3780
Gene::146050	ZSCAN29	Gene	HGNC:26673	ZSCAN29	zinc finger and SCAN domain containing 29	28	26
Gene::146050	ZSCAN29	Gene	HGNC:26673	ZSCAN29	zinc finger and SCAN domain containing 29	42	1411
Gene::146057	TTBK2	Gene	HGNC:19141	TTBK2	tau tubulin kinase 2	3779	3778
Gene::146059	CDAN1	Gene	NA	NA	NA	NA	NA
Gene::146167	SLC38A8	Gene	HGNC:32434	SLC38A8	solute carrier family 38 member 8	2188	752
Gene::146177	VWA3A	Gene	NA	NA	NA	NA	NA
Gene::146183	OTOA	Gene	NA	NA	NA	NA	NA
Gene::146198	ZFP90	Gene	HGNC:23329	ZFP90	ZFP90 zinc finger protein	28	26
